,State,Region,County,Food insecurity,Limited access to healthy foods,Adult obesity
4689,SD,Midwest,Miner County,0.1,0.054,0.321
4690,SD,Midwest,Minnehaha County,0.117,0.048,0.291
4691,SD,Midwest,Minnehaha County,0.119,0.048,0.274
4692,SD,Midwest,Moody County,0.114,0.245,0.347
4693,SD,Midwest,Moody County,0.117,0.245,0.337
4694,SD,Midwest,Pennington County,0.12,0.081,0.271
4695,SD,Midwest,Pennington County,0.123,0.081,0.276
4696,SD,Midwest,Perkins County,0.111,0.208,0.308
4697,SD,Midwest,Perkins County,0.119,0.208,0.322
4698,SD,Midwest,Potter County,0.098,0.321,0.284
4699,SD,Midwest,Potter County,0.106,0.321,0.293
4700,SD,Midwest,Roberts County,0.145,0.184,0.367
4701,SD,Midwest,Roberts County,0.139,0.184,0.349
4702,SD,Midwest,Sanborn County,0.11,0.298,0.345
4703,SD,Midwest,Sanborn County,0.109,0.298,0.34
4704,SD,Midwest,Shannon County,0.278,0.375,0.416
4705,SD,Midwest,Shannon County,0.256,0.375,0.425
4706,SD,Midwest,Spink County,0.107,0.143,0.344
4707,SD,Midwest,Spink County,0.113,0.143,0.322
4708,SD,Midwest,Stanley County,0.093,0.072,0.323
4709,SD,Midwest,Stanley County,0.093,0.072,0.325
4710,SD,Midwest,Todd County,0.24,0.131,0.421
4711,SD,Midwest,Todd County,0.227,0.131,0.403
4712,SD,Midwest,Tripp County,0.122,0.105,0.343
4713,SD,Midwest,Tripp County,0.129,0.105,0.329
4714,SD,Midwest,Turner County,0.088,0.089,0.322
4715,SD,Midwest,Turner County,0.094,0.089,0.314
4716,SD,Midwest,Union County,0.094,0.034,0.301
4717,SD,Midwest,Union County,0.095,0.034,0.291
4718,SD,Midwest,Walworth County,0.124,0.096,0.326
4719,SD,Midwest,Walworth County,0.122,0.096,0.307
4720,SD,Midwest,Yankton County,0.109,0.111,0.292
4721,SD,Midwest,Yankton County,0.108,0.111,0.288
4722,SD,Midwest,Ziebach County,0.211,0.459,0.447
4723,SD,Midwest,Ziebach County,0.204,0.459,0.444
4724,TN,South,Anderson County,0.14,0.049,0.309
4725,TN,South,Anderson County,0.147,0.049,0.326
4726,TN,South,Bedford County,0.16,0.062,0.36
4727,TN,South,Bedford County,0.155,0.062,0.351
4728,TN,South,Benton County,0.154,0.063,0.34
4729,TN,South,Benton County,0.155,0.063,0.333
4730,TN,South,Bledsoe County,0.159,0.027,0.318
4731,TN,South,Bledsoe County,0.162,0.027,0.338
4732,TN,South,Blount County,0.121,0.096,0.319
4733,TN,South,Blount County,0.127,0.096,0.334
4734,TN,South,Bradley County,0.148,0.115,0.299
4735,TN,South,Bradley County,0.148,0.115,0.318
4736,TN,South,Campbell County,0.169,0.073,0.334
4737,TN,South,Campbell County,0.172,0.073,0.328
4738,TN,South,Cannon County,0.137,0.009,0.323
4739,TN,South,Cannon County,0.133,0.009,0.307
4740,TN,South,Carroll County,0.167,0.028,0.353
4741,TN,South,Carroll County,0.166,0.028,0.319
4742,TN,South,Carter County,0.151,0.152,0.3
4743,TN,South,Carter County,0.155,0.152,0.287
4744,TN,South,Cheatham County,0.115,0.004,0.297
4745,TN,South,Cheatham County,0.117,0.004,0.301
4746,TN,South,Chester County,0.153,0.055,0.359
4747,TN,South,Chester County,0.152,0.055,0.317
4748,TN,South,Claiborne County,0.164,0.089,0.317
4749,TN,South,Claiborne County,0.163,0.089,0.345
4750,TN,South,Clay County,0.157,0.0,0.31
4751,TN,South,Clay County,0.156,0.0,0.316
4752,TN,South,Cocke County,0.188,0.097,0.334
4753,TN,South,Cocke County,0.18,0.097,0.314
4754,TN,South,Coffee County,0.15,0.059,0.345
4755,TN,South,Coffee County,0.152,0.059,0.356
4756,TN,South,Crockett County,0.178,0.004,0.346
4757,TN,South,Crockett County,0.168,0.004,0.358
4758,TN,South,Cumberland County,0.138,0.051,0.286
4759,TN,South,Cumberland County,0.139,0.051,0.265
4760,TN,South,Davidson County,0.181,0.082,0.303
4761,TN,South,Davidson County,0.175,0.082,0.308
4762,TN,South,DeKalb County,0.142,0.01,0.319
4763,TN,South,DeKalb County,0.142,0.01,0.32
4764,TN,South,Decatur County,0.157,0.027,0.333
4765,TN,South,Decatur County,0.154,0.027,0.346
4766,TN,South,Dickson County,0.142,0.05,0.32
4767,TN,South,Dickson County,0.142,0.05,0.349
4768,TN,South,Dyer County,0.194,0.142,0.336
4769,TN,South,Dyer County,0.187,0.142,0.333
4770,TN,South,Fayette County,0.156,0.041,0.369
4771,TN,South,Fayette County,0.157,0.041,0.351
4772,TN,South,Fentress County,0.162,0.002,0.349
4773,TN,South,Fentress County,0.161,0.002,0.375
4774,TN,South,Franklin County,0.133,0.076,0.315
4775,TN,South,Franklin County,0.139,0.076,0.304
4776,TN,South,Gibson County,0.187,0.063,0.371
4777,TN,South,Gibson County,0.181,0.063,0.34
4778,TN,South,Giles County,0.161,0.058,0.361
4779,TN,South,Giles County,0.16,0.058,0.351
4780,TN,South,Grainger County,0.154,0.0,0.3
4781,TN,South,Grainger County,0.152,0.0,0.314
4782,TN,South,Greene County,0.167,0.036,0.354
4783,TN,South,Greene County,0.168,0.036,0.316
4784,TN,South,Grundy County,0.178,0.047,0.306
4785,TN,South,Grundy County,0.168,0.047,0.279
4786,TN,South,Hamblen County,0.154,0.109,0.312
4787,TN,South,Hamblen County,0.15,0.109,0.298
4788,TN,South,Hamilton County,0.161,0.123,0.306
4789,TN,South,Hamilton County,0.161,0.123,0.291
4790,TN,South,Hancock County,0.207,0.008,0.303
4791,TN,South,Hancock County,0.195,0.008,0.298
4792,TN,South,Hardeman County,0.216,0.095,0.369
4793,TN,South,Hardeman County,0.21,0.095,0.36
4794,TN,South,Hardin County,0.16,0.058,0.328
4795,TN,South,Hardin County,0.159,0.058,0.34
4796,TN,South,Hawkins County,0.135,0.077,0.345
4797,TN,South,Hawkins County,0.139,0.077,0.345
4798,TN,South,Haywood County,0.247,0.079,0.387
4799,TN,South,Haywood County,0.224,0.079,0.41
4800,TN,South,Henderson County,0.159,0.055,0.364
4801,TN,South,Henderson County,0.16,0.055,0.351
4802,TN,South,Henry County,0.159,0.082,0.352
4803,TN,South,Henry County,0.161,0.082,0.365
4804,TN,South,Hickman County,0.138,0.034,0.337
4805,TN,South,Hickman County,0.142,0.034,0.344
4806,TN,South,Houston County,0.151,0.019,0.324
4807,TN,South,Houston County,0.164,0.019,0.339
4808,TN,South,Humphreys County,0.14,0.044,0.316
4809,TN,South,Humphreys County,0.141,0.044,0.346
4810,TN,South,Jackson County,0.159,0.0,0.307
4811,TN,South,Jackson County,0.16,0.0,0.306
4812,TN,South,Jefferson County,0.156,0.025,0.284
4813,TN,South,Jefferson County,0.156,0.025,0.279
4814,TN,South,Johnson County,0.169,0.05,0.312
4815,TN,South,Johnson County,0.166,0.05,0.313
4816,TN,South,Knox County,0.134,0.113,0.295
4817,TN,South,Knox County,0.141,0.113,0.287
4818,TN,South,Lake County,0.23,0.001,0.329
4819,TN,South,Lake County,0.223,0.001,0.354
4820,TN,South,Lauderdale County,0.236,0.053,0.37
4821,TN,South,Lauderdale County,0.223,0.053,0.39
4822,TN,South,Lawrence County,0.158,0.027,0.312
4823,TN,South,Lawrence County,0.159,0.027,0.313
4824,TN,South,Lewis County,0.167,0.015,0.324
4825,TN,South,Lewis County,0.161,0.015,0.313
4826,TN,South,Lincoln County,0.123,0.061,0.317
4827,TN,South,Lincoln County,0.13,0.061,0.308
4828,TN,South,Loudon County,0.118,0.095,0.295
4829,TN,South,Loudon County,0.121,0.095,0.28
4830,TN,South,Macon County,0.156,0.004,0.336
4831,TN,South,Macon County,0.154,0.004,0.324
4832,TN,South,Madison County,0.193,0.088,0.361
4833,TN,South,Madison County,0.184,0.088,0.373
4834,TN,South,Marion County,0.146,0.034,0.299
4835,TN,South,Marion County,0.15,0.034,0.283
4836,TN,South,Marshall County,0.169,0.03,0.299
4837,TN,South,Marshall County,0.162,0.03,0.299
4838,TN,South,Maury County,0.167,0.049,0.353
4839,TN,South,Maury County,0.157,0.049,0.351
4840,TN,South,McMinn County,0.156,0.059,0.335
4841,TN,South,McMinn County,0.153,0.059,0.338
4842,TN,South,McNairy County,0.165,0.05,0.354
4843,TN,South,McNairy County,0.169,0.05,0.359
4844,TN,South,Meigs County,0.165,0.003,0.327
4845,TN,South,Meigs County,0.158,0.003,0.303
4846,TN,South,Monroe County,0.169,0.022,0.354
4847,TN,South,Monroe County,0.16,0.022,0.349
4848,TN,South,Montgomery County,0.164,0.126,0.321
4849,TN,South,Montgomery County,0.162,0.126,0.305
4850,TN,South,Moore County,0.119,0.13,0.324
4851,TN,South,Moore County,0.123,0.13,0.335
4852,TN,South,Morgan County,0.152,0.091,0.315
4853,TN,South,Morgan County,0.154,0.091,0.31
4854,TN,South,Obion County,0.174,0.044,0.321
4855,TN,South,Obion County,0.18,0.044,0.329
4856,TN,South,Overton County,0.145,0.007,0.314
4857,TN,South,Overton County,0.148,0.007,0.316
4858,TN,South,Perry County,0.187,0.037,0.293
4859,TN,South,Perry County,0.181,0.037,0.3
4860,TN,South,Pickett County,0.171,0.003,0.313
4861,TN,South,Pickett County,0.172,0.003,0.32
4862,TN,South,Polk County,0.148,0.001,0.315
4863,TN,South,Polk County,0.143,0.001,0.325
4864,TN,South,Putnam County,0.164,0.095,0.325
4865,TN,South,Putnam County,0.163,0.095,0.349
4866,TN,South,Rhea County,0.165,0.045,0.372
4867,TN,South,Rhea County,0.168,0.045,0.365
4868,TN,South,Roane County,0.127,0.09,0.326
4869,TN,South,Roane County,0.135,0.09,0.34
4870,TN,South,Robertson County,0.128,0.019,0.329
4871,TN,South,Robertson County,0.127,0.019,0.339
4872,TN,South,Rutherford County,0.139,0.062,0.313
4873,TN,South,Rutherford County,0.137,0.062,0.317
4874,TN,South,Scott County,0.222,0.03,0.299
4875,TN,South,Scott County,0.204,0.03,0.296
4876,TN,South,Sequatchie County,0.135,0.005,0.348
4877,TN,South,Sequatchie County,0.142,0.005,0.34
4878,TN,South,Sevier County,0.142,0.048,0.309
4879,TN,South,Sevier County,0.143,0.048,0.302
4880,TN,South,Shelby County,0.221,0.088,0.346
4881,TN,South,Shelby County,0.211,0.088,0.35
4882,TN,South,Smith County,0.14,0.008,0.33
4883,TN,South,Smith County,0.14,0.008,0.332
4884,TN,South,Stewart County,0.147,0.052,0.313
4885,TN,South,Stewart County,0.151,0.052,0.29
4886,TN,South,Sullivan County,0.129,0.14,0.33
4887,TN,South,Sullivan County,0.137,0.14,0.331
4888,TN,South,Sumner County,0.123,0.064,0.294
4889,TN,South,Sumner County,0.123,0.064,0.297
4890,TN,South,Tipton County,0.159,0.08,0.346
4891,TN,South,Tipton County,0.154,0.08,0.329
4892,TN,South,Trousdale County,0.144,0.0,0.325
4893,TN,South,Trousdale County,0.14,0.0,0.338
4894,TN,South,Unicoi County,0.151,0.03,0.314
4895,TN,South,Unicoi County,0.153,0.03,0.304
4896,TN,South,Union County,0.143,0.0,0.34
4897,TN,South,Union County,0.147,0.0,0.33
4898,TN,South,Van Buren County,0.155,0.01,0.335
4899,TN,South,Van Buren County,0.161,0.01,0.316
4900,TN,South,Warren County,0.16,0.024,0.341
4901,TN,South,Warren County,0.161,0.024,0.322
4902,TN,South,Washington County,0.143,0.064,0.293
4903,TN,South,Washington County,0.145,0.064,0.309
4904,TN,South,Wayne County,0.159,0.087,0.315
4905,TN,South,Wayne County,0.157,0.087,0.337
4906,TN,South,Weakley County,0.183,0.045,0.295
4907,TN,South,Weakley County,0.184,0.045,0.304
4908,TN,South,White County,0.16,0.059,0.303
4909,TN,South,White County,0.163,0.059,0.311
4910,TN,South,Williamson County,0.088,0.028,0.259
4911,TN,South,Williamson County,0.089,0.028,0.27
4912,TN,South,Wilson County,0.109,0.045,0.335
4913,TN,South,Wilson County,0.112,0.045,0.317
4914,TX,South,Anderson County,0.2,0.105,0.34
4915,TX,South,Anderson County,0.199,0.105,0.356
4916,TX,South,Andrews County,0.126,0.138,0.303
4917,TX,South,Andrews County,0.117,0.138,0.295
4918,TX,South,Angelina County,0.185,0.132,0.318
4919,TX,South,Angelina County,0.191,0.132,0.297
4920,TX,South,Aransas County,0.158,0.168,0.278
4921,TX,South,Aransas County,0.159,0.168,0.282
4922,TX,South,Archer County,0.136,0.057,0.295
4923,TX,South,Archer County,0.146,0.057,0.296
4924,TX,South,Armstrong County,0.152,0.294,0.275
4925,TX,South,Atascosa County,0.146,0.059,0.308
4926,TX,South,Atascosa County,0.134,0.059,0.288
4927,TX,South,Austin County,0.152,0.037,0.308
4928,TX,South,Austin County,0.15,0.037,0.278
4929,TX,South,Bailey County,0.158,0.041,0.289
4930,TX,South,Bailey County,0.138,0.041,0.288
4931,TX,South,Bandera County,0.151,0.047,0.29
4932,TX,South,Bandera County,0.158,0.047,0.287
4933,TX,South,Bastrop County,0.153,0.182,0.312
4934,TX,South,Bastrop County,0.151,0.182,0.31
4935,TX,South,Baylor County,0.144,0.042,0.273
4936,TX,South,Baylor County,0.16,0.042,0.275
4937,TX,South,Bee County,0.181,0.12,0.3
4938,TX,South,Bee County,0.171,0.12,0.304
4939,TX,South,Bell County,0.196,0.132,0.291
4940,TX,South,Bell County,0.201,0.132,0.296
4941,TX,South,Bexar County,0.167,0.116,0.293
4942,TX,South,Bexar County,0.159,0.116,0.301
4943,TX,South,Blanco County,0.124,0.019,0.294
4944,TX,South,Blanco County,0.14,0.019,0.301
4945,TX,South,Bosque County,0.159,0.076,0.283
4946,TX,South,Bosque County,0.164,0.076,0.293
4947,TX,South,Bowie County,0.2,0.095,0.315
4948,TX,South,Bowie County,0.21,0.095,0.344
4949,TX,South,Brazoria County,0.159,0.066,0.29
4950,TX,South,Brazoria County,0.156,0.066,0.3
4951,TX,South,Brazos County,0.22,0.181,0.283
4952,TX,South,Brazos County,0.223,0.181,0.276
4953,TX,South,Brewster County,0.147,0.105,0.27
4954,TX,South,Brewster County,0.147,0.105,0.269
4955,TX,South,Brooks County,0.204,0.105,0.29
4956,TX,South,Brooks County,0.17,0.105,0.291
4957,TX,South,Brown County,0.163,0.156,0.323
4958,TX,South,Brown County,0.169,0.156,0.311
4959,TX,South,Burleson County,0.152,0.051,0.319
4960,TX,South,Burleson County,0.163,0.051,0.299
4961,TX,South,Burnet County,0.146,0.131,0.277
4962,TX,South,Burnet County,0.157,0.131,0.287
4963,TX,South,Caldwell County,0.18,0.076,0.32
4964,TX,South,Caldwell County,0.168,0.076,0.308
4965,TX,South,Calhoun County,0.162,0.107,0.284
4966,TX,South,Calhoun County,0.154,0.107,0.295
4967,TX,South,Callahan County,0.134,0.057,0.296
4968,TX,South,Callahan County,0.154,0.057,0.29
4969,TX,South,Cameron County,0.208,0.164,0.27
4970,TX,South,Cameron County,0.18,0.164,0.277
4971,TX,South,Camp County,0.197,0.058,0.317
4972,TX,South,Camp County,0.203,0.058,0.326
4973,TX,South,Carson County,0.109,0.112,0.3
4974,TX,South,Carson County,0.124,0.112,0.289
4975,TX,South,Cass County,0.211,0.037,0.294
4976,TX,South,Cass County,0.217,0.037,0.288
4977,TX,South,Castro County,0.151,0.032,0.296
4978,TX,South,Castro County,0.155,0.032,0.301
4979,TX,South,Chambers County,0.142,0.039,0.302
4980,TX,South,Chambers County,0.145,0.039,0.314
4981,TX,South,Cherokee County,0.196,0.084,0.336
4982,TX,South,Cherokee County,0.202,0.084,0.319
4983,TX,South,Childress County,0.151,0.189,0.292
4984,TX,South,Childress County,0.16,0.189,0.296
4985,TX,South,Clay County,0.127,0.094,0.293
4986,TX,South,Clay County,0.138,0.094,0.296
4987,TX,South,Cochran County,0.155,0.1,0.303
4988,TX,South,Cochran County,0.142,0.1,0.298
4989,TX,South,Coke County,0.152,0.366,0.302
4990,TX,South,Coke County,0.16,0.366,0.312
4991,TX,South,Coleman County,0.197,0.081,0.273
4992,TX,South,Coleman County,0.2,0.081,0.287
4993,TX,South,Collin County,0.147,0.021,0.245
4994,TX,South,Collin County,0.153,0.021,0.257
4995,TX,South,Collingsworth County,0.165,0.022,0.301
4996,TX,South,Collingsworth County,0.162,0.022,0.309
4997,TX,South,Colorado County,0.16,0.062,0.288
4998,TX,South,Colorado County,0.165,0.062,0.301
4999,TX,South,Comal County,0.135,0.056,0.291
5000,TX,South,Comal County,0.141,0.056,0.291
5001,TX,South,Comanche County,0.161,0.055,0.288
5002,TX,South,Comanche County,0.173,0.055,0.292
5003,TX,South,Concho County,0.154,0.102,0.314
5004,TX,South,Concho County,0.14,0.102,0.311
5005,TX,South,Cooke County,0.147,0.027,0.316
5006,TX,South,Cooke County,0.157,0.027,0.308
5007,TX,South,Coryell County,0.198,0.114,0.295
5008,TX,South,Coryell County,0.203,0.114,0.313
5009,TX,South,Crane County,0.151,0.029,0.296
5010,TX,South,Crane County,0.126,0.029,0.292
5011,TX,South,Crockett County,0.153,0.04,0.305
5012,TX,South,Crockett County,0.133,0.04,0.3
5013,TX,South,Crosby County,0.19,0.019,0.28
5014,TX,South,Crosby County,0.174,0.019,0.29
5015,TX,South,Dallam County,0.136,0.155,0.284
5016,TX,South,Dallam County,0.143,0.155,0.308
5017,TX,South,Dallas County,0.206,0.08,0.303
5018,TX,South,Dallas County,0.2,0.08,0.292
5019,TX,South,Dawson County,0.166,0.108,0.299
5020,TX,South,Dawson County,0.153,0.108,0.309
5021,TX,South,DeWitt County,0.152,0.08,0.281
5022,TX,South,DeWitt County,0.149,0.08,0.292
5023,TX,South,Deaf Smith County,0.141,0.113,0.317
5024,TX,South,Deaf Smith County,0.132,0.113,0.321
5025,TX,South,Delta County,0.179,0.027,0.299
5026,TX,South,Delta County,0.183,0.027,0.293
5027,TX,South,Denton County,0.152,0.044,0.295
5028,TX,South,Denton County,0.158,0.044,0.266
5029,TX,South,Dickens County,0.182,0.063,0.286
5030,TX,South,Dimmit County,0.172,0.142,0.306
5031,TX,South,Dimmit County,0.136,0.142,0.305
5032,TX,South,Donley County,0.154,0.052,0.313
5033,TX,South,Donley County,0.171,0.052,0.302
5034,TX,South,Duval County,0.161,0.183,0.301
5035,TX,South,Duval County,0.128,0.183,0.299
5036,TX,South,Eastland County,0.165,0.107,0.324
5037,TX,South,Eastland County,0.179,0.107,0.317
5038,TX,South,Ector County,0.147,0.084,0.32
5039,TX,South,Ector County,0.138,0.084,0.315
5040,TX,South,Edwards County,0.141,0.101,0.288
5041,TX,South,Edwards County,0.131,0.101,0.291
5042,TX,South,El Paso County,0.187,0.12,0.234
5043,TX,South,El Paso County,0.164,0.12,0.254
5044,TX,South,Ellis County,0.155,0.065,0.291
5045,TX,South,Ellis County,0.155,0.065,0.28
5046,TX,South,Erath County,0.172,0.148,0.281
5047,TX,South,Erath County,0.186,0.148,0.295
5048,TX,South,Falls County,0.218,0.176,0.31
5049,TX,South,Falls County,0.211,0.176,0.316
5050,TX,South,Fannin County,0.181,0.138,0.321
5051,TX,South,Fannin County,0.187,0.138,0.323
5052,TX,South,Fayette County,0.143,0.093,0.278
5053,TX,South,Fayette County,0.156,0.093,0.287
5054,TX,South,Fisher County,0.146,0.058,0.307
5055,TX,South,Fisher County,0.15,0.058,0.301
5056,TX,South,Floyd County,0.171,0.014,0.289
5057,TX,South,Floyd County,0.164,0.014,0.291
5058,TX,South,Foard County,0.174,0.53,0.285
5059,TX,South,Fort Bend County,0.152,0.078,0.252
5060,TX,South,Fort Bend County,0.149,0.078,0.25
5061,TX,South,Franklin County,0.149,0.017,0.283
5062,TX,South,Franklin County,0.161,0.017,0.289
5063,TX,South,Freestone County,0.162,0.072,0.315
5064,TX,South,Freestone County,0.172,0.072,0.308
5065,TX,South,Frio County,0.162,0.063,0.297
5066,TX,South,Frio County,0.142,0.063,0.304
5067,TX,South,Gaines County,0.146,0.04,0.318
5068,TX,South,Gaines County,0.138,0.04,0.315
5069,TX,South,Galveston County,0.179,0.09,0.293
5070,TX,South,Galveston County,0.176,0.09,0.289
5071,TX,South,Garza County,0.165,0.018,0.329
5072,TX,South,Garza County,0.151,0.018,0.31
5073,TX,South,Gillespie County,0.122,0.036,0.295
5074,TX,South,Gillespie County,0.135,0.036,0.314
5075,TX,South,Goliad County,0.135,0.079,0.304
5076,TX,South,Goliad County,0.142,0.079,0.3
5077,TX,South,Gonzales County,0.165,0.14,0.322
5078,TX,South,Gonzales County,0.161,0.14,0.328
5079,TX,South,Gray County,0.145,0.075,0.304
5080,TX,South,Gray County,0.153,0.075,0.277
5081,TX,South,Grayson County,0.172,0.107,0.27
5082,TX,South,Grayson County,0.182,0.107,0.281
5083,TX,South,Gregg County,0.188,0.09,0.324
5084,TX,South,Gregg County,0.193,0.09,0.337
5085,TX,South,Grimes County,0.174,0.164,0.346
5086,TX,South,Grimes County,0.173,0.164,0.348
5087,TX,South,Guadalupe County,0.133,0.094,0.299
5088,TX,South,Guadalupe County,0.134,0.094,0.315
5089,TX,South,Hale County,0.168,0.142,0.282
5090,TX,South,Hale County,0.163,0.142,0.29
5091,TX,South,Hall County,0.196,0.145,0.287
5092,TX,South,Hall County,0.201,0.145,0.297
5093,TX,South,Hamilton County,0.134,0.078,0.291
5094,TX,South,Hamilton County,0.154,0.078,0.318
5095,TX,South,Hansford County,0.119,0.128,0.284
5096,TX,South,Hansford County,0.128,0.128,0.287
5097,TX,South,Hardeman County,0.165,0.132,0.303
5098,TX,South,Hardeman County,0.182,0.132,0.302
5099,TX,South,Hardin County,0.164,0.08,0.316
5100,TX,South,Hardin County,0.172,0.08,0.339
5101,TX,South,Harris County,0.195,0.071,0.285
5102,TX,South,Harris County,0.187,0.071,0.282
5103,TX,South,Harrison County,0.183,0.066,0.332
5104,TX,South,Harrison County,0.193,0.066,0.315
5105,TX,South,Hartley County,0.13,0.065,0.315
5106,TX,South,Hartley County,0.142,0.065,0.304
5107,TX,South,Haskell County,0.148,0.087,0.284
5108,TX,South,Haskell County,0.169,0.087,0.295
5109,TX,South,Hays County,0.157,0.066,0.303
5110,TX,South,Hays County,0.156,0.066,0.273
5111,TX,South,Hemphill County,0.123,0.023,0.303
5112,TX,South,Hemphill County,0.137,0.023,0.308
5113,TX,South,Henderson County,0.168,0.11,0.276
5114,TX,South,Henderson County,0.181,0.11,0.273
5115,TX,South,Hidalgo County,0.207,0.266,0.311
5116,TX,South,Hidalgo County,0.179,0.266,0.34
5117,TX,South,Hill County,0.168,0.011,0.335
5118,TX,South,Hill County,0.177,0.011,0.332
5119,TX,South,Hockley County,0.141,0.118,0.291
5120,TX,South,Hockley County,0.142,0.118,0.287
5121,TX,South,Hood County,0.143,0.1,0.286
5122,TX,South,Hood County,0.149,0.1,0.26
5123,TX,South,Hopkins County,0.168,0.062,0.325
5124,TX,South,Hopkins County,0.177,0.062,0.305
5125,TX,South,Houston County,0.218,0.125,0.298
5126,TX,South,Houston County,0.221,0.125,0.316
5127,TX,South,Howard County,0.169,0.225,0.323
5128,TX,South,Howard County,0.16,0.225,0.312
5129,TX,South,Hudspeth County,0.185,0.723,0.287
5130,TX,South,Hudspeth County,0.164,0.723,0.288
5131,TX,South,Hunt County,0.181,0.057,0.324
5132,TX,South,Hunt County,0.19,0.057,0.302
5133,TX,South,Hutchinson County,0.144,0.119,0.327
5134,TX,South,Hutchinson County,0.15,0.119,0.332
5135,TX,South,Jack County,0.152,0.141,0.285
5136,TX,South,Jack County,0.165,0.141,0.289
5137,TX,South,Jackson County,0.146,0.062,0.317
5138,TX,South,Jackson County,0.149,0.062,0.313
5139,TX,South,Jasper County,0.204,0.087,0.303
5140,TX,South,Jasper County,0.205,0.087,0.31
5141,TX,South,Jeff Davis County,0.115,0.109,0.261
5142,TX,South,Jeff Davis County,0.12,0.109,0.259
5143,TX,South,Jefferson County,0.235,0.106,0.355
5144,TX,South,Jefferson County,0.234,0.106,0.35
5145,TX,South,Jim Hogg County,0.118,0.008,0.295
5146,TX,South,Jim Hogg County,0.1,0.008,0.295
5147,TX,South,Jim Wells County,0.147,0.099,0.302
5148,TX,South,Jim Wells County,0.125,0.099,0.3
5149,TX,South,Johnson County,0.147,0.066,0.326
5150,TX,South,Johnson County,0.154,0.066,0.327
5151,TX,South,Jones County,0.16,0.08,0.311
5152,TX,South,Jones County,0.171,0.08,0.303
5153,TX,South,Karnes County,0.181,0.104,0.285
5154,TX,South,Karnes County,0.172,0.104,0.279
5155,TX,South,Kaufman County,0.159,0.042,0.372
5156,TX,South,Kaufman County,0.163,0.042,0.332
5157,TX,South,Kendall County,0.131,0.019,0.242
5158,TX,South,Kendall County,0.134,0.019,0.261
5159,TX,South,Kerr County,0.147,0.124,0.278
5160,TX,South,Kerr County,0.155,0.124,0.264
5161,TX,South,Kimble County,0.156,0.052,0.277
5162,TX,South,Kimble County,0.154,0.052,0.287
5163,TX,South,Kinney County,0.17,0.023,0.294
5164,TX,South,Kinney County,0.162,0.023,0.295
5165,TX,South,Kleberg County,0.178,0.171,0.301
5166,TX,South,Kleberg County,0.163,0.171,0.313
5167,TX,South,Knox County,0.17,0.061,0.278
5168,TX,South,Knox County,0.178,0.061,0.285
5169,TX,South,La Salle County,0.161,0.285,0.289
5170,TX,South,La Salle County,0.132,0.285,0.299
5171,TX,South,Lamar County,0.197,0.121,0.276
5172,TX,South,Lamar County,0.212,0.121,0.308
5173,TX,South,Lamb County,0.161,0.02,0.298
5174,TX,South,Lamb County,0.164,0.02,0.295
5175,TX,South,Lampasas County,0.154,0.083,0.29
5176,TX,South,Lampasas County,0.169,0.083,0.289
5177,TX,South,Lavaca County,0.136,0.048,0.292
5178,TX,South,Lavaca County,0.143,0.048,0.318
5179,TX,South,Lee County,0.147,0.026,0.329
5180,TX,South,Lee County,0.156,0.026,0.318
5181,TX,South,Leon County,0.159,0.078,0.294
5182,TX,South,Leon County,0.167,0.078,0.297
5183,TX,South,Liberty County,0.184,0.062,0.319
5184,TX,South,Liberty County,0.182,0.062,0.32
5185,TX,South,Limestone County,0.176,0.089,0.297
5186,TX,South,Limestone County,0.182,0.089,0.318
5187,TX,South,Lipscomb County,0.135,0.312,0.296
5188,TX,South,Lipscomb County,0.135,0.312,0.308
5189,TX,South,Live Oak County,0.13,0.027,0.295
5190,TX,South,Live Oak County,0.138,0.027,0.299
5191,TX,South,Llano County,0.148,0.127,0.252
5192,TX,South,Llano County,0.163,0.127,0.263
5193,TX,South,Lubbock County,0.173,0.097,0.282
5194,TX,South,Lubbock County,0.179,0.097,0.277
5195,TX,South,Lynn County,0.153,0.154,0.303
5196,TX,South,Lynn County,0.155,0.154,0.296
5197,TX,South,Madison County,0.194,0.045,0.313
5198,TX,South,Madison County,0.194,0.045,0.306
5199,TX,South,Marion County,0.209,0.049,0.317
5200,TX,South,Marion County,0.216,0.049,0.335
5201,TX,South,Martin County,0.136,0.095,0.297
5202,TX,South,Martin County,0.136,0.095,0.303
5203,TX,South,Mason County,0.125,0.042,0.274
5204,TX,South,Mason County,0.138,0.042,0.278
5205,TX,South,Matagorda County,0.199,0.157,0.302
5206,TX,South,Matagorda County,0.186,0.157,0.314
5207,TX,South,Maverick County,0.212,0.232,0.303
5208,TX,South,Maverick County,0.175,0.232,0.304
5209,TX,South,McCulloch County,0.155,0.051,0.294
5210,TX,South,McCulloch County,0.156,0.051,0.302
5211,TX,South,McLennan County,0.198,0.125,0.304
5212,TX,South,McLennan County,0.2,0.125,0.286
5213,TX,South,Medina County,0.146,0.076,0.282
5214,TX,South,Medina County,0.142,0.076,0.288
5215,TX,South,Menard County,0.154,0.044,0.291
5216,TX,South,Menard County,0.167,0.044,0.29
5217,TX,South,Midland County,0.132,0.1,0.281
5218,TX,South,Midland County,0.131,0.1,0.284
5219,TX,South,Milam County,0.184,0.083,0.312
5220,TX,South,Milam County,0.189,0.083,0.321
5221,TX,South,Mills County,0.144,0.097,0.304
